"Name","Location","Department","ComputerName","UserName","Manufacturer","Model","SerialNumber","CPU","RAM_GB","C_Total_GB","C_Free_GB","D_Total_GB","D_Free_GB","OS","OSVersion","LastBootTime","ScanDate"
" ""token $Token""","==","resp.sha","KTPL00491","KTPL00491\Administrator","LENOVO","20LTS3M700","PF1LM9BC","Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz","15.88","313.28","165.28","162.79","141.03","Microsoft Windows 11 Pro","10.0.26200","07-01-2026 13:55:06","09-01-2026 09:46:49"
